round,client_id,participated,num_samples,update_norm_l2,update_norm_l1,update_norm_linf
36,2,1,152,67.00384521484375,165562.3125,0.4469560384750366
36,3,1,55,67.10720825195312,165823.578125,0.41455504298210144
36,4,1,117,67.05801391601562,165672.828125,0.42914238572120667
36,5,1,121,67.03849029541016,165674.109375,0.42208585143089294
36,7,1,103,67.05982208251953,165716.09375,0.42129671573638916
36,8,1,120,67.02899932861328,165598.171875,0.44138139486312866
36,9,1,204,67.05714416503906,165666.09375,0.4439362585544586
37,1,1,34,67.02180480957031,165608.953125,0.42240259051322937
37,10,1,144,66.94682312011719,165399.984375,0.44750893115997314
37,11,1,40,67.03189849853516,165619.546875,0.4340018630027771
37,12,1,108,66.98949432373047,165490.71875,0.43712350726127625
37,13,1,149,66.94065856933594,165379.0,0.44492480158805847
37,15,1,154,66.97401428222656,165474.859375,0.45470595359802246
37,2,1,152,66.97219848632812,165474.046875,0.44452252984046936
37,3,1,55,67.04257202148438,165627.0625,0.4339730739593506
37,4,1,117,67.00908660888672,165546.734375,0.43581295013427734
37,6,1,50,67.05464172363281,165669.140625,0.44739609956741333
37,7,1,103,66.96289825439453,165425.78125,0.42320314049720764
37,8,1,120,66.99853515625,165536.046875,0.43387243151664734
38,0,1,10,66.98515319824219,165498.546875,0.44943034648895264
38,10,1,144,66.89469909667969,165244.421875,0.44533640146255493
38,11,1,40,66.971435546875,165451.140625,0.44190987944602966
